,Words,Count,SongCount,SemiAnnualSpan
877,minesweeper,1,1.0,-0.0
878,moves,512,262.0,116.0
879,amazed,45,30.0,118.0
880,fingers,357,264.0,120.0
881,movin',608,266.0,119.0
882,fast,1420,855.0,120.0
883,ablaze,16,13.0,113.0
884,killer,151,90.0,117.0
885,app,5,5.0,24.0
886,pascal,1,1.0,-0.0
887,number,1217,565.0,120.0
888,vector,1,1.0,-0.0
889,calculus,3,3.0,12.0
890,gat,55,43.0,54.0
891,soldering,1,1.0,-0.0
892,gun,853,447.0,120.0
893,happy,2324,1008.0,120.0
894,theme,46,29.0,120.0
895,song,3198,1449.0,120.0
896,kick,837,449.0,111.0
897,ping,8,5.0,41.0
898,pong,10,8.0,72.0
899,ace,76,54.0,118.0
900,any,2234,1289.0,120.0
901,trivia,2,2.0,19.0
902,quiz,8,8.0,48.0
903,fluent,8,7.0,42.0
904,javascript,1,1.0,-0.0
905,klingon,1,1.0,-0.0
906,segway,2,2.0,20.0
907,heart,11699,4971.0,120.0
908,although,236,175.0,117.0
909,apparent,8,8.0,63.0
910,how'd,89,49.0,115.0
911,been,11662,4995.0,120.0
912,browsin',2,2.0,5.0
913,inspectin',1,1.0,-0.0
914,x-men,11,3.0,32.0
915,comics,3,3.0,42.0
916,collect,51,44.0,102.0
917,pens,4,4.0,27.0
918,pocket,334,246.0,120.0
919,must,2620,1438.0,120.0
920,protect,93,72.0,114.0
921,ergonomic,1,1.0,-0.0
922,keyboard,9,6.0,60.0
923,bored,98,64.0,110.0
924,shopping,144,84.0,116.0
925,online,32,18.0,28.0
926,deals,44,37.0,95.0
927,writable,1,1.0,-0.0
928,media,43,31.0,72.0
929,edit,7,5.0,39.0
930,wikipedia,3,3.0,13.0
931,memorized,7,7.0,89.0
932,holy,278,119.0,120.0
933,grail,11,8.0,91.0
934,recite,13,11.0,91.0
935,rotflol,1,1.0,-0.0
936,business,479,296.0,120.0
937,doing,1877,929.0,120.0
938,websites,1,1.0,-0.0
939,html,1,1.0,-0.0
940,homepage,1,1.0,-0.0
941,dog,811,387.0,120.0
942,fanny,53,12.0,105.0
943,pack,394,272.0,120.0
944,were,5929,2871.0,120.0
945,havin,44,37.0,114.0
946,gap,19,13.0,97.0
947,spend,1116,656.0,120.0
948,nights,1278,701.0,120.0
949,bubble,225,78.0,118.0
950,wrap,232,127.0,109.0
951,pop,1182,509.0,120.0
952,hope,2225,1280.0,120.0
953,sees,195,134.0,118.0
954,gettin',1307,635.0,117.0
955,freaky,259,122.0,95.0
956,extreme,22,19.0,79.0
957,whiter,16,9.0,101.0
958,sour,41,38.0,92.0
959,cream,224,129.0,118.0
960,av,1,1.0,-0.0
961,glee,17,14.0,118.0
962,chess,26,23.0,67.0
963,team,338,222.0,116.0
964,question,362,248.0,120.0
965,thought,3232,1959.0,120.0
966,hard,4518,2385.0,120.0
967,kirk,10,9.0,67.0
968,picard,1,1.0,-0.0
969,weekend,419,154.0,115.0
970,renaissance,3,3.0,11.0
971,fair,335,240.0,120.0
972,strollin',26,16.0,112.0
973,laughin',97,63.0,115.0
974,rollin',561,208.0,120.0
975,cow,31,24.0,117.0
976,bowl,75,55.0,120.0
977,obvious,60,48.0,106.0
978,valley,182,82.0,120.0
979,harvest,27,15.0,119.0
980,grain,53,43.0,107.0
981,wife,536,383.0,120.0
982,realize,609,442.0,120.0
983,she's,5920,1717.0,120.0
984,very,1589,905.0,120.0
985,plain,348,201.0,118.0
986,perfect,882,481.0,120.0
987,amish,14,1.0,-0.0
988,shun,8,5.0,59.0
989,fancy,293,177.0,120.0
990,electricity,22,18.0,89.0
991,4,379,176.0,118.0
992,30,132,94.0,120.0
993,mornin',408,213.0,120.0
994,milkin',2,1.0,-0.0
995,cows,15,13.0,100.0
996,jebediah,1,1.0,-0.0
997,feeds,36,20.0,103.0
998,chickens,37,27.0,118.0
999,jacob,19,19.0,85.0
1000,plows,3,3.0,84.0
1001,fool,2248,1031.0,120.0
1002,plowin',2,2.0,54.0
1003,ezekiel,1,1.0,-0.0
1004,thinks,246,163.0,117.0
1005,gone,5497,2417.0,120.0
1006,land,779,495.0,120.0
1007,into,4433,2292.0,120.0
1008,discipline,16,11.0,101.0
1009,bible,80,63.0,117.0
1010,beard,24,22.0,109.0
1011,chin,60,49.0,114.0
1012,finish,148,117.0,120.0
1013,chores,4,4.0,91.0
1014,thine,4,4.0,52.0
1015,tonight,6246,1973.0,120.0
1016,party,2522,788.0,120.0
1017,1699,1,1.0,-0.0
1018,spending,216,118.0,115.0
1019,most,954,617.0,120.0
1020,living,2148,1041.0,120.0
1021,paradise,556,211.0,120.0
1022,churned,1,1.0,-0.0
1023,butter,94,57.0,118.0
1024,twice,478,331.0,120.0
1025,work,3215,1301.0,120.0
1026,sacrifice,135,88.0,119.0
1027,quilts,1,1.0,-0.0
1028,discount,9,9.0,99.0
1029,price,462,267.0,120.0
1030,local,105,74.0,119.0
1031,kicked,124,96.0,119.0
1032,last,3815,2124.0,120.0
1033,week,591,373.0,120.0
1034,smiled,168,137.0,120.0
1035,turned,1199,792.0,120.0
1036,cheek,150,89.0,120.0
1037,fact,461,357.0,119.0
1038,laughing,379,246.0,120.0
1039,hell,1448,785.0,114.0
1040,punched,19,15.0,115.0
1041,tourist,12,7.0,93.0
1042,deserved,21,18.0,107.0
1043,'tude,2,2.0,28.0
1044,unheard,8,8.0,99.0
1045,buttons,42,23.0,116.0
1046,cool,1572,825.0,120.0
1047,hat,260,181.0,120.0
1048,homies,284,160.0,57.0
1049,agree,129,107.0,120.0
1050,good,11041,4141.0,120.0
1051,black,1915,912.0,120.0
1052,visit,92,71.0,115.0
1053,paid,508,356.0,116.0
1054,bill,318,175.0,120.0
1055,300,25,12.0,45.0
1056,quaint,2,2.0,68.0
1057,point,532,351.0,120.0
1058,stare,327,248.0,118.0
1059,technologically,1,1.0,-0.0
1060,impaired,9,7.0,30.0
1061,lights,1790,881.0,120.0
1062,motorcars,1,1.0,-0.0
1063,single,648,412.0,120.0
1064,luxury,49,36.0,104.0
1065,robinson,10,10.0,103.0
1066,crusoe,1,1.0,-0.0
1067,primitive,5,4.0,27.0
1068,simple,496,288.0,117.0
1069,guys,522,322.0,120.0
1070,sin,308,197.0,119.0
1071,vice,30,17.0,95.0
1072,fight,1603,947.0,120.0
1073,nice,1157,656.0,120.0
1074,hitchin',2,2.0,51.0
1075,buggy,5,5.0,73.0
1076,churning,4,3.0,47.0
1077,lots,255,162.0,120.0
1078,raised,221,148.0,108.0
1079,barn,41,26.0,110.0
1080,monday,235,119.0,118.0
1081,raise,474,267.0,120.0
1082,another,4702,2179.0,120.0
1083,righteous,36,33.0,118.0
1084,pure,201,130.0,120.0
1085,million,847,498.0,120.0
1086,humble,102,60.0,113.0
1087,thou,56,32.0,115.0
1088,art,97,64.0,118.0
1089,pious,5,3.0,40.0
1090,guy,1135,622.0,120.0
1091,amlettes,1,1.0,-0.0
1092,knees,850,529.0,120.0
1093,scoring,3,3.0,37.0
1094,points,33,25.0,102.0
1095,afterlife,9,7.0,80.0
1096,vain,192,107.0,119.0
1097,whiny,1,1.0,-0.0
1098,brother,921,481.0,120.0
1099,medieval,1,1.0,-0.0
1100,heinie,1,1.0,-0.0
1101,mennonites,1,1.0,-0.0
1102,cops,198,147.0,119.0
1103,traffic,118,100.0,114.0
1104,you'd,1428,893.0,120.0
1105,probably,572,366.0,119.0
1106,bites,57,16.0,110.0
1107,oooooh,85,41.0,102.0
1108,yech,1,1.0,-0.0
1109,finally,840,517.0,120.0
1110,med,3,3.0,63.0
1111,school,903,555.0,120.0
1112,somehow,733,475.0,120.0
1113,intern,3,3.0,56.0
1114,mistake,407,248.0,120.0
1115,two,4149,2123.0,120.0
1116,barely,212,162.0,112.0
1117,passed,290,242.0,119.0
1118,institute,1,1.0,-0.0
1119,trying,2090,1190.0,120.0
1120,avoid,52,42.0,105.0
1121,malpractice,1,1.0,-0.0
1122,suit,188,147.0,120.0
1123,surgeon,17,8.0,47.0
1124,cuttin',39,32.0,92.0
1125,organ,19,14.0,116.0
1126,transplants,1,1.0,-0.0
1127,line,2032,1125.0,120.0
1128,gauze,1,1.0,-0.0
1129,nurse,22,19.0,90.0
1130,patient's,1,1.0,-0.0
1131,fading,175,111.0,115.0
1132,complications,12,11.0,84.0
1133,he'll,531,311.0,120.0
1134,v,205,135.0,120.0
1135,operate,34,12.0,58.0
1136,insides,17,14.0,83.0
1137,ate,73,63.0,118.0
1138,waiver,3,3.0,31.0
1139,sign,704,400.0,120.0
1140,woe,50,23.0,103.0
1141,quack,1,1.0,-0.0
1142,disgrace,43,38.0,118.0
1143,patients,7,6.0,63.0
1144,die,2374,1198.0,120.0
1145,yah,283,87.0,115.0
1146,pay,1224,773.0,120.0
1147,kidneys,15,6.0,66.0
1148,ooh,9205,2276.0,120.0
1149,reach,941,564.0,120.0
1150,scalpel,1,1.0,-0.0
1151,forceps,1,1.0,-0.0
1152,re-tractors,1,1.0,-0.0
1153,heartbeat,263,101.0,119.0
1154,don,1928,643.0,117.0
1155,ready,2588,971.0,119.0
1156,ok,308,161.0,117.0
1157,loosen,67,22.0,100.0
1158,camera,132,77.0,92.0
1159,cameras,57,45.0,90.0
1160,three,1349,820.0,120.0
1161,five,754,495.0,120.0
1162,cue,19,17.0,88.0
1163,music,2536,998.0,120.0
1164,entering,4,4.0,100.0
1165,studio,78,56.0,118.0
1166,today's,58,32.0,114.0
1167,contestants,2,2.0,1.0
1168,mr,1024,340.0,120.0
1169,millard,1,1.0,-0.0
1170,snopkin,1,1.0,-0.0
1171,carbondale,1,1.0,-0.0
1172,illinois,13,12.0,99.0
1173,leroy,43,14.0,114.0
1174,pinkelstein,1,1.0,-0.0
1175,brooklyn,122,67.0,106.0
1176,york,564,244.0,119.0
1177,alfred,3,3.0,48.0
1178,yankovic,1,1.0,-0.0
1179,lynwood,1,1.0,-0.0
1180,california,385,152.0,118.0
1181,compete,52,39.0,106.0
1182,jeopardy,27,7.0,77.0
1183,match,200,144.0,120.0
1184,intellect,13,10.0,53.0
1185,tv,355,271.0,120.0
1186,against,590,340.0,115.0
1187,plumber,8,7.0,91.0
1188,architect,5,5.0,44.0
1189,ph,4,4.0,33.0
1190,tense,42,30.0,110.0
1191,guess,1980,1280.0,120.0
1192,wasn't,1063,703.0,120.0
1193,fleming,1,1.0,-0.0
1194,answers,175,125.0,112.0
1195,couldn't,1733,1151.0,120.0
1196,questions,183,135.0,109.0
1197,right-ight-ight,2,1.0,-0.0
1198,lost,2612,1502.0,120.0
1199,knew,2979,1691.0,120.0
1200,hopes,182,123.0,119.0
1201,winning,87,67.0,116.0
1202,sank,11,11.0,53.0
1203,daily,72,67.0,117.0
1204,double,575,315.0,115.0
1205,went,1763,1208.0,120.0
1206,blank,49,32.0,104.0
1207,potpourri,1,1.0,-0.0
1208,hundred,760,454.0,120.0
1209,started,1316,767.0,120.0
1210,givin',340,190.0,120.0
1211,pardo,1,1.0,-0.0
1212,didn't,3228,1657.0,120.0
1213,win,867,518.0,120.0
1214,al--you,1,1.0,-0.0
1215,twenty-volume,1,1.0,-0.0
1216,encyclopedia,3,3.0,68.0
1217,international,63,30.0,118.0
1218,case,440,318.0,116.0
1219,turtle,24,18.0,114.0
1220,wax,57,42.0,114.0
1221,year's,34,27.0,110.0
1222,supply,57,29.0,95.0
1223,rice-a-roni,1,1.0,-0.0
1224,san,118,58.0,116.0
1225,francisco,42,22.0,103.0
1226,also,82,78.0,120.0
1227,jerk,271,53.0,107.0
1228,millions,122,79.0,119.0
1229,brought,503,366.0,120.0
1230,family,583,351.0,119.0
1231,generations,8,7.0,103.0
1232,tomorrow,1326,715.0,120.0
1233,lousy,7,7.0,100.0
1234,copy,94,41.0,112.0
1235,complete,211,144.0,120.0
1236,loser,153,52.0,108.0
1237,bright,791,471.0,120.0
1238,shut,638,288.0,120.0
1239,write,591,370.0,120.0
1240,proper,67,49.0,118.0
1241,conjugate,1,1.0,-0.0
1242,flunked,1,1.0,-0.0
1243,mock,5,5.0,105.0
1244,wise,206,132.0,120.0
1245,okay,1366,595.0,120.0
1246,deal,579,382.0,120.0
1247,educate,3,3.0,51.0
1248,ya,6981,1813.0,120.0
1249,familiarize,1,1.0,-0.0
1250,nomenclature,1,1.0,-0.0
1251,definitions,1,1.0,-0.0
1252,nouns,4,4.0,102.0
1253,prepositions,3,2.0,77.0
1254,literacy's,1,1.0,-0.0
1255,mission,139,120.0,116.0
1256,grammar,23,13.0,89.0
1257,stammer,2,2.0,44.0
1258,should,4169,2156.0,120.0
1259,less,537,288.0,120.0
1260,fewer,4,4.0,62.0
1261,sewer,15,14.0,103.0
1262,crimes,23,17.0,96.0
1263,least,357,267.0,118.0
1264,moron,3,3.0,113.0
1265,slow,1715,831.0,120.0
1266,pronoun,1,1.0,-0.0
1267,clown,201,142.0,120.0
1268,followed,100,72.0,116.0
1269,apostrophe,5,5.0,41.0
1270,s,3531,982.0,119.0
1271,does,1487,693.0,120.0
1272,would,6990,3289.0,120.0
1273,possessive,6,5.0,53.0
1274,contraction,2,1.0,-0.0
1275,shortening,1,1.0,-0.0
1276,group,112,65.0,115.0
1277,omission,1,1.0,-0.0
1278,letter,456,239.0,120.0
1279,notes,62,57.0,116.0
1280,syntax,1,1.0,-0.0
1281,re,1183,400.0,120.0
1282,mangling,2,2.0,34.0
1283,x,227,98.0,120.0
1284,espresso,3,3.0,110.0
1285,participle's,1,1.0,-0.0
1286,danglin',3,3.0,19.0
1287,drama,182,129.0,83.0
1288,oxford,3,3.0,15.0
1289,comma,19,6.0,117.0
1290,letters,141,112.0,120.0
1291,together,3703,1763.0,120.0
1292,spell,300,180.0,119.0
1293,checker,9,7.0,102.0
1294,using,146,76.0,114.0
1295,numbers,148,109.0,118.0
1296,unless,269,177.0,119.0
1297,prince,134,82.0,119.0
1298,full-time,3,3.0,33.0
1299,proofreader,1,1.0,-0.0
1300,those,2627,1523.0,120.0
1301,dumb,535,201.0,119.0
1302,mouthbreather,1,1.0,-0.0
1303,hire,48,27.0,111.0
1304,cunning,12,7.0,82.0
1305,linguist,2,2.0,59.0
1306,help,2711,1247.0,120.0
1307,distinguish,4,3.0,40.0
1308,english,40,33.0,118.0
1309,ask,1864,1169.0,120.0
1310,homophones,1,1.0,-0.0
1311,due,83,67.0,113.0
1312,diagram,2,2.0,8.0
1313,sentence,36,33.0,117.0
1314,whom,27,27.0,116.0
1315,quotation,3,3.0,85.0
1316,marks,43,30.0,119.0
1317,emphasis,2,2.0,14.0
1318,finished,111,89.0,119.0
1319,difference,268,151.0,119.0
1320,irony,11,8.0,48.0
1321,coincidence,11,10.0,69.0
1322,gotten,75,63.0,106.0
1323,skull,31,26.0,103.0
1324,figurative,1,1.0,-0.0
1325,literal,2,2.0,22.0
1326,literally,19,16.0,30.0
1327,smack,176,77.0,113.0
1328,crowbar,5,5.0,103.0
1329,upside,154,91.0,119.0
1330,read,790,522.0,120.0
1331,e-mail,3,3.0,39.0
1332,grammar's,1,1.0,-0.0
1333,errant,1,1.0,-0.0
1334,incoherent,2,2.0,44.0
1335,saw,1672,1088.0,120.0
1336,blog,6,6.0,20.0
1337,post,119,66.0,114.0
1338,fantastic,53,31.0,120.0
1339,sarcastic,5,4.0,30.0
1340,psych,12,9.0,71.0
1341,spastic,4,4.0,62.0
1342,prose,8,5.0,94.0
1343,dopey,5,5.0,53.0
1344,emoji,22,5.0,8.0
1345,pre-school,1,1.0,-0.0
1346,gene,14,9.0,106.0
1347,pool,174,123.0,120.0
1348,drool,7,7.0,96.0
1349,lyrics,131,111.0,119.0
1350,mumblin',4,4.0,107.0
1351,screamin',161,105.0,112.0
1352,singin',321,144.0,120.0
1353,crank,113,39.0,82.0
1354,volume,45,24.0,78.0
1355,ears,194,114.0,109.0
1356,bleedin',22,19.0,94.0
1357,loud,760,486.0,120.0
1358,oughta,161,103.0,119.0
1359,bug,60,35.0,120.0
1360,parents,104,84.0,116.0
1361,hi,224,98.0,120.0
1362,unintelligible,4,4.0,61.0
1363,bargle,1,1.0,-0.0
1364,nawdle,1,1.0,-0.0
1365,zouss,1,1.0,-0.0
1366,marbles,5,5.0,39.0
1367,madonna,41,22.0,100.0
1368,nirvana,17,8.0,52.0
1369,distinctly,1,1.0,-0.0
1370,album,142,124.0,120.0
1371,garage,35,31.0,102.0
1372,seattle,29,16.0,108.0
1373,beats,284,184.0,120.0
1374,raisin',14,12.0,118.0
1375,cattle,11,10.0,118.0
1376,forgot,284,206.0,120.0
1377,verse,383,226.0,120.0
1378,pays,27,27.0,97.0
1379,rehearse,10,10.0,56.0
1380,lyric,15,15.0,92.0
1381,sheet's,1,1.0,-0.0
1382,yellin',62,41.0,119.0
1383,playin',469,322.0,120.0
1384,sayin',655,387.0,120.0
1385,message,430,244.0,120.0
1386,conveyin',1,1.0,-0.0
1387,idea,84,71.0,115.0
1388,sayonara,14,6.0,61.0
1389,ayonawa,1,1.0,-0.0
1390,hodinawa,1,1.0,-0.0
1391,odinaya,1,1.0,-0.0
1392,yodinaya,1,1.0,-0.0
1393,yaddayadda,1,1.0,-0.0
1394,yaaahyaaah,1,1.0,-0.0
1395,ayiyaaaaaah,1,1.0,-0.0
1396,a-walkin',9,7.0,42.0
1397,spied,6,6.0,57.0
1398,beggar,11,9.0,74.0
1399,rags,42,34.0,105.0
1400,penny,143,64.0,119.0
1401,tin,63,39.0,103.0
1402,cup,539,335.0,120.0
1403,retreat,20,18.0,118.0
1404,bird,520,209.0,120.0
1405,fly,2438,1076.0,120.0
1406,elephant,24,11.0,100.0
1407,caress,108,79.0,119.0
1408,plagued,5,2.0,90.0
1409,runners,12,7.0,98.0
1410,hose,20,16.0,105.0
1411,laundry,47,26.0,117.0
1412,found,2614,1588.0,120.0
1413,hundred-dollar,3,3.0,58.0
1414,among,92,72.0,112.0
1415,clothes,822,535.0,120.0
1416,called,930,622.0,120.0
1417,came,2835,1716.0,120.0
1418,a-runnin',10,7.0,61.0
1419,dime,357,261.0,119.0
1420,phonin',1,1.0,-0.0
1421,catch,1280,729.0,120.0
1422,train,764,322.0,120.0
1423,taxi,63,45.0,109.0
1424,driver,121,64.0,117.0
1425,speed,248,163.0,119.0
1426,cop,256,162.0,114.0
1427,wrote,428,278.0,120.0
1428,ticket,214,148.0,120.0
1429,stood,331,239.0,119.0
1430,politely,13,10.0,107.0
1431,a-waitin',4,4.0,64.0
1432,change,3126,1578.0,120.0
1433,book,344,247.0,120.0
1434,science,58,25.0,116.0
1435,fires,62,39.0,104.0
1436,smoke,945,515.0,120.0
1437,pretty,2265,1110.0,120.0
1438,making,1551,854.0,120.0
1439,daydreams,23,15.0,111.0
1440,walking,1279,674.0,120.0
1441,deep,1898,1137.0,120.0
1442,iowa,2,2.0,20.0
1443,borrowed,57,27.0,110.0
1444,car,1476,897.0,120.0
1445,driving,534,327.0,120.0
1446,summer,1296,568.0,120.0
1447,promises,352,188.0,119.0
1448,star,1144,635.0,120.0
1449,distance,204,151.0,110.0
1450,felt,1162,769.0,120.0
1451,weekend's,5,4.0,56.0
1452,sadness,144,99.0,116.0
1453,farmhouse,4,4.0,74.0
1454,deserted,14,12.0,108.0
1455,stopped,272,205.0,120.0
1456,carved,20,16.0,105.0
1457,hearts,1026,547.0,120.0
1458,wooden,32,19.0,108.0
1459,surface,48,43.0,77.0
1460,instant,42,28.0,104.0
1461,important,114,96.0,119.0
1462,everything,4827,2260.0,120.0
1463,sounds,408,263.0,114.0
1464,welcome,500,185.0,119.0
1465,half-awake,2,1.0,-0.0
1466,wanted,1461,838.0,120.0
1467,-,3248,788.0,118.0
1468,already,815,503.0,118.0
1469,listened,81,64.0,120.0
1470,dylan,9,9.0,96.0
1471,tape,98,78.0,119.0
1472,drove,231,164.0,119.0
1473,fields,152,92.0,118.0
1474,lat,1,1.0,-0.0
1475,hotel,232,127.0,112.0
1476,highwa,1,1.0,-0.0
1477,awa,2,2.0,25.0
1478,intro,126,122.0,118.0
1479,f,169,88.0,113.0
1480,g,555,292.0,119.0
1481,1,526,265.0,119.0
1482,calling,1158,483.0,120.0
1483,never-ending,13,9.0,102.0
1484,pictures,285,197.0,112.0
1485,pretending,165,100.0,115.0
1486,chorus,1600,643.0,120.0
1487,shoulder,392,260.0,119.0
1488,older,295,191.0,119.0
1489,prayer,429,195.0,118.0
1490,2,785,375.0,120.0
1491,wearing,276,208.0,120.0
1492,sleeve,99,73.0,115.0
1493,wears,95,70.0,119.0
1494,after,2233,1259.0,120.0
1495,fashion,117,82.0,115.0
1496,finding,148,103.0,119.0
1497,whole-hearted,1,1.0,-0.0
1498,lack,76,63.0,112.0
1499,compassion,18,13.0,98.0
1500,instrumental,205,172.0,120.0
1501,coda,7,7.0,63.0
1502,pre,8,5.0,38.0
1503,capo,10,8.0,59.0
1504,maps,13,9.0,101.0
1505,e,408,181.0,119.0
1506,note,193,138.0,119.0
1507,aimee,1,1.0,-0.0
1508,concert,32,23.0,107.0
1509,recording,16,16.0,89.0
1510,---,53,23.0,118.0
1511,alternate,11,7.0,118.0
1512,x07650,1,1.0,-0.0
1513,x07600,1,1.0,-0.0
1514,xx0770,1,1.0,-0.0
1515,044200,1,1.0,-0.0
1516,pushing,191,113.0,107.0
1517,uphill,28,23.0,104.0
1518,appointed,7,5.0,90.0
1519,keeper,84,30.0,116.0
1520,flame,444,252.0,120.0
1521,carry,702,365.0,120.0
1522,b,553,298.0,120.0
1523,bass,437,164.0,119.0
1524,believed,186,131.0,120.0
1525,fate,269,171.0,120.0
1526,wait,3069,1488.0,120.0
1527,lovely,382,219.0,120.0
1528,a2,4,1.0,-0.0
1529,great,680,454.0,120.0
1530,3,398,254.0,120.0
1531,embarassing,1,1.0,-0.0
1532,acquiesce,2,2.0,10.0
1533,address,59,46.0,111.0
1534,logical,20,16.0,100.0
1535,simply,152,94.0,116.0
1536,smart,210,148.0,120.0
1537,bridge,393,254.0,120.0
1538,saving,145,82.0,108.0
1539,happiness,508,304.0,120.0
1540,lies,1190,651.0,120.0
1541,wasting,234,152.0,114.0
1542,belief,19,16.0,99.0
1543,fucking,464,261.0,91.0
1544,dark,1465,857.0,120.0
1545,frightened,50,33.0,104.0
1546,tear,782,449.0,120.0
1547,away-a-ay,1,1.0,-0.0
1548,falling,1458,621.0,120.0
1549,say-a-ay,1,1.0,-0.0
1550,hush,305,64.0,119.0
1551,voices,204,124.0,120.0
1552,uh-ah,2,1.0,-0.0
1553,upset,111,79.0,120.0
1554,tells,303,190.0,120.0
1555,fear-eh-eh,1,1.0,-0.0
1556,wants,1422,553.0,120.0
1557,darling,1705,790.0,119.0
1558,she,20715,4229.0,120.0
1559,overhear,1,1.0,-0.0
1560,god,2583,1181.0,120.0
1561,talk,3944,1767.0,120.0
1562,ah,3439,939.0,120.0
1563,short,424,294.0,120.0
1564,dick,648,359.0,110.0
1565,eeny,14,5.0,117.0
1566,weeny,19,3.0,69.0
1567,teeny,13,6.0,98.0
1568,shriveled,3,1.0,-0.0
1569,tweezers,1,1.0,-0.0
1570,smallest,21,16.0,114.0
1571,fuck,3796,1205.0,110.0
1572,outta,716,403.0,120.0
1573,uh,3822,1101.0,120.0
1574,isn't,836,455.0,120.0
1575,extra,215,103.0,116.0
1576,belly,71,65.0,118.0
1577,button,103,70.0,120.0
1578,pants,295,202.0,119.0
1579,wee,150,78.0,120.0
1580,x15,1,1.0,-0.0
1581,pobre,4,2.0,38.0
1582,pobrecito,2,2.0,4.0
1583,que,1255,136.0,116.0
1584,diablo,5,4.0,48.0
1585,eso,48,25.0,112.0
1586,pobreci,1,1.0,-0.0
1587,procito,1,1.0,-0.0
1588,x36,1,1.0,-0.0
1589,niggas,3742,1051.0,54.0
1590,ballin',175,96.0,47.0
1591,athletic,4,3.0,43.0
1592,a1,6,6.0,12.0
1593,cred,2,2.0,12.0
1594,pulled,299,239.0,120.0
1595,phantom,81,53.0,83.0
1596,dancer,144,55.0,118.0
1597,nigga,5057,1195.0,119.0
1598,tryna,1338,626.0,106.0
1599,bands,255,122.0,115.0
1600,bitch,4051,1009.0,90.0
1601,lil,468,234.0,115.0
1602,quay,7,7.0,5.0
1603,xans,41,11.0,7.0
1604,duffle,19,12.0,83.0
1605,bags,227,163.0,115.0
1606,escalade,27,13.0,31.0
1607,bread,215,165.0,120.0
1608,truck,461,279.0,117.0
1609,retarded,35,28.0,58.0
1610,uber,24,16.0,7.0
1611,scared,770,450.0,117.0
1612,ran,517,312.0,120.0
1613,feds,84,63.0,45.0
1614,players,107,66.0,91.0
1615,sunny,245,124.0,118.0
1616,arizona,55,29.0,117.0
1617,gunshots,11,11.0,56.0
1618,spraying,5,5.0,81.0
1619,shit,4552,1467.0,115.0
1620,aerosol,2,2.0,12.0
1621,foul,48,38.0,118.0
1622,ball,817,430.0,120.0
1623,goals,46,39.0,107.0
1624,shootin',114,84.0,120.0
1625,damn,1802,964.0,116.0
1626,mad,1165,605.0,120.0
1627,rich,791,385.0,120.0
1628,stiff,30,20.0,87.0
1629,arm,262,174.0,120.0
1630,hoe,145,70.0,108.0
1631,partners,44,35.0,94.0
1632,parole,17,13.0,119.0
1633,stove,58,42.0,115.0
1634,lock,394,245.0,120.0
1635,lot,1960,1103.0,120.0
1636,dealership,14,8.0,32.0
1637,fishtail,2,2.0,4.0
1638,block,693,385.0,119.0
1639,shawty,737,249.0,45.0
1640,5,288,171.0,115.0
1641,thot,57,22.0,5.0
1642,pot,136,95.0,120.0
1643,act,946,540.0,120.0
1644,stock,39,35.0,117.0
1645,wavin',29,18.0,112.0
1646,eye,1023,659.0,120.0
1647,wrist,381,186.0,111.0
1648,watchin',279,172.0,120.0
1649,assist,10,8.0,113.0
1650,trap,353,133.0,104.0
1651,marathon,12,12.0,95.0
1652,softer,50,32.0,119.0
1653,silicone,13,10.0,78.0
1654,feelin',1262,611.0,120.0
1655,ceilin',38,23.0,116.0
1656,farrakhan,7,7.0,44.0
1657,terror,48,27.0,114.0
1658,dome,65,49.0,93.0
1659,chevron,2,2.0,1.0
1660,necklace,50,42.0,120.0
1661,mustard,31,29.0,115.0
1662,ho,1352,441.0,120.0
1663,different,984,593.0,120.0
1664,scene,457,295.0,120.0
1665,ceiling,178,102.0,119.0
1666,missing,601,300.0,118.0
1667,finger,344,244.0,120.0
1668,roof,360,191.0,120.0
1669,boo,319,154.0,116.0
1670,pussy,755,342.0,111.0
1671,chainz,24,19.0,12.0
1672,hot,2771,1080.0,120.0
1673,skip,115,72.0,120.0
1674,lukewarm,5,5.0,41.0
1675,uncle,145,100.0,119.0
1676,luke,32,19.0,117.0
1677,present,76,56.0,116.0
1678,gift,118,97.0,120.0
1679,wrapping,14,11.0,105.0
1680,trigger,128,90.0,103.0
1681,stripper,62,22.0,51.0
1682,kitchen,259,170.0,120.0
1683,cabinet,13,12.0,87.0
1684,cut,984,599.0,120.0
1685,fucked,415,236.0,54.0
1686,bad,4469,1845.0,120.0
1687,habit,118,60.0,113.0
1688,atti',1,1.0,-0.0
1689,addy,10,9.0,12.0
1690,nowhere,761,425.0,120.0
1691,navi,1,1.0,-0.0
1692,ass,2033,860.0,105.0
1693,whoa,3352,815.0,120.0
1694,rabbit,51,39.0,119.0
1695,craftmatic,1,1.0,-0.0
1696,high,3619,1642.0,120.0
1697,attic,27,18.0,108.0
1698,addict,32,25.0,79.0
1699,celly,15,14.0,39.0
1700,meet,1395,812.0,120.0
1701,telly,29,19.0,63.0
1702,hair,1632,941.0,120.0
1703,broke,1058,670.0,120.0
1704,along,1687,967.0,120.0
1705,dollars,295,184.0,119.0
1706,sneakers,76,33.0,109.0
1707,ye,129,42.0,118.0
1708,100k,18,10.0,16.0
1709,feature,19,16.0,120.0
1710,ee-err,2,1.0,-0.0
1711,switch,328,184.0,115.0
1712,valet,29,26.0,40.0
